,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
191,191,Amit Sharma,@delhi_da_munda,2021-04-21T20:13:00.000Z,"Plz #Help
@DC_Gurugram
 @mcgurgaon
 @Hemkunt_Fdn
 @awwwnchal
 @LifeOfPaaji
 @RandeepHooda
 @CPDelhi
 @ndtv
 @ZeeNews
 @aajtak
 @rjraunac
 @OYERJALOK
 

#CovidHelp 
#COVIDEmergency2021 
#Gurugram
#COVIDSecondWaveInIndia 
#COVID19Vaccine
#CovidIndiaInfo 
Haryana 
#OXYGENBEDS","Quote Tweet
Ashish Sharma
@ashishrma
 · Apr 22
Looking for support and calling out all for extended support. This is for my father with co morbidies. Please help! twitter.com/sukriti_1210/s…",,,2,,['https://pbs.twimg.com/profile_images/1290729719772508160/aSWRhp8-_mini.jpg'],https://twitter.com/delhi_da_munda/status/1384963400996958209
192,192,Vidhi Arora,@aroravidhi,2021-04-21T15:26:15.000Z,"Covid vaccines not free in India! Could someone tell me where did the 20 lakh crore #atmanirbhar  package go? And what about #PMCaresFund ?

#Covishield #CoronaVaccine #CoronaSecondWave 
@rjginnie
 @ArvindKejriwal
 @narendramodi
 @nsitharaman
 @ndtv
 @ndtvfeed
 @ndtvindia
 @aajtak",,,,,,[],https://twitter.com/aroravidhi/status/1384891235643559938
193,193,Prachi Taneja,@tanejaprachi94,2021-04-21T14:28:06.000Z,#FabiFlu #Covishield #Delhi,,,,,,['https://pbs.twimg.com/media/EzgR7FPVkAgg6Ti?format=jpg&name=medium'],https://twitter.com/tanejaprachi94/status/1384876601121415169
194,194,Nikunj Saurabh,@Nikunjsaurabh2,2021-04-21T09:48:20.000Z,"आपदा में अवसर 
#vaccination #vaccinedescrimination #SerumInstituteofIndia #COVID19Vaccine","The following media includes potentially sensitive content. Change settings
View",,,,2,[],https://twitter.com/Nikunjsaurabh2/status/1384806197539213315
195,195,Avinash - अविनाश,@sharma13avinash,2021-04-21T18:40:17.000Z,#SOSDelhi #SOSIYC #Covishield #COVIDEmergency2021 #CovishieldVaccine #COVID19India,"Quote Tweet
Yogya Empowering
@YogyaEmpowering
 · Apr 22
Hats off to @srinivasiyc and his team @IYC ....! 

In this pandemic the kind of “Seva” they are doing is exceptionally great.

God is watching all your good deeds, he will definitely bless you all . 

Keep up the good work 
Stay safe and healthy..! 

#SOSIYC twitter.com/IYC/status/138…",,,1,1,['https://pbs.twimg.com/profile_images/1278254616400953345/BOZsU2QW_mini.jpg'],https://twitter.com/sharma13avinash/status/1384940066104086529
196,196,The_sanatani,@sanatani_7,2021-04-21T18:50:29.000Z,"कोई MP ,MLA या CENTRAL MINISTER मरा है क्या अभी तक करोना से 

मरा है तो सच में करोना ख़तरनाक है !!
आम आदमी ही क्यूँ???
#COVIDIOTS #COVID19Vaccine #COVIDEmergency2021",,,,1,5,[],https://twitter.com/sanatani_7/status/1384942632896499719
197,197,𝐏𝐫𝐚𝐝𝐞𝐞𝐩 𝐁𝐨𝐝𝐚𝐩𝐚𝐭𝐥𝐚,@pradeeepjourno,2021-04-21T18:59:35.000Z,"18 ఏళ్ళు  దాటినవాళ్లకు మే1 నుంచి వేసే టీకాలు ఖచ్చితంగా ""పిర్రకు మాత్రమే"" వేయమని చెప్పాలి.

లేదంటే దేశంలోని ప్రతొక్కడు పెట్టే సెల్ఫీలు చూడలేక చావాలి.

#vaccine #IndiaFightsCorona #COVID19India #Covaxin #Covishield",,,8,12,45,['https://pbs.twimg.com/media/EzhQETzUcAI1ttc?format=jpg&name=small'],https://twitter.com/pradeeepjourno/status/1384944923401728003
198,198,Gagandeep Singh Makhija,@gagan1985,2021-04-21T08:56:01.000Z,Modi ji RESIGN. #PMCaresFund_का_हिसाब_दो #BJPFailsIndia #ModiHataoDeshBachao #FarmersProtests #FarmersVsModiVirus #RamNavami #COVIDEmergency #Covishield #CovishieldVaccine #indianeedsoxygen #OxygenCylinders,,,,,1,['https://pbs.twimg.com/media/EzfF64PVgAYLHkj?format=jpg&name=small'],https://twitter.com/gagan1985/status/1384793029622452227
199,199,The Newsopedia,@TheNewsopedia,2021-04-21T10:11:58.000Z,"कोविशील्ड वैक्सीन बनाने वाली कंपनी सीरम इंस्टीट्यूट ऑफ इंडिया ने अपने नए दामों की लिस्ट जारी की।
प्राइवेट अस्पतालों को 600 रुपये प्रति डोज और राज्य सरकारों को 400 रुपये प्रति डोज के हिसाब से वैक्सीन दी जाएगी।
#covidvacccine #covishield #coronavaccine #seruminstituteofindia #news",,,,,1,['https://pbs.twimg.com/media/EzfXRF-VIAguuT-?format=jpg&name=small'],https://twitter.com/TheNewsopedia/status/1384812145326493700
200,200,Nirbhay Parikshit (स्वास्थ्य सेवक) پیرکشیت نربھے,@parikshithealth,2021-04-21T07:18:37.000Z,"#BreakingNews बड़ी खबर: प्राइवेट को छह सौ और राज्यों को चार सौ रुपये में मिलेगी कोविशील्ड वैक्सीन की एक डोज।#Covishield #vaccine 
@SerumInstIndia",,,,,2,['https://pbs.twimg.com/media/EzevoFAUYAQ9yCE?format=jpg&name=small'],https://twitter.com/parikshithealth/status/1384768520089526274
201,201,Dr Ankit Mogha,@DrAnkitMogha,2021-04-22T11:46:01.000Z,"Order passed by Delhi #HighCourt 
in panademic situation in #Delhi of #coronavirus #COVID19 

#COVID19Vaccine #News247live #news24",,,,,8,['https://pbs.twimg.com/media/Ezk2a3rUUAEueYI?format=jpg&name=900x900'],https://twitter.com/DrAnkitMogha/status/1385198199007158275
202,202,Arun Sinha,@arunksinha,2021-04-22T03:59:54.000Z,Vaccine to be supplied to State@Rs400 and to privte hospitals@ Rs 600 why Mamata Banerjee Questions this disparity in Pricing of Covishield for State and Private Hospitals. Government must get it at a discount.For whom she is batting?,"Mamata Banerjee Questions Disparity in Pricing of Covishield for State and Private Hospitals
Hours after the Serum Institute of India (SII) issued fresh prices of its Covishield vaccine, West Bengal Chief Minister Mamata Banerjee questioned its disparity in pricing for the State and private...
news18.com",,,,,['https://pbs.twimg.com/card_img/1387425630082543617/1kh6ClAo?format=jpg&name=small'],https://twitter.com/arunksinha/status/1385080898320683015
203,203,CMA Rakesh Singh,@CmaRakeshSingh,2021-04-22T05:56:15.000Z,"Here is a list of Modi freinds :

Anbani - #Oxygen 
Adani - #Ventilator 
Adar poonawala (SII)- #Covishield
Bharat Biotech - #Covaxin

This is as per a statement! by former President of an oldest political party.",,,3,4,34,[],https://twitter.com/CmaRakeshSingh/status/1385110178593312768
204,204,Hipertexter,@hipertexter,2021-04-22T04:41:34.000Z,"4 Death in my family due to #COVID19  with in 1month all after taking #Covishield vaccination.
I am not sure but this vaccine have something wrong
All 4death confirmed negative report but symptoms for death is same

In my know 5 more people died after vaccination. Something Wong",,,1,2,1,[],https://twitter.com/hipertexter/status/1385091385208967168
205,205,Ashoke Raj,@Ashoke_Raj,2021-04-22T17:15:25.000Z,"A day after about 700 doses of #Covid vaccines were stolen from the storeroom of a hospital in Haryana’s Jind district, the burglars dumped the stolen consignment at a tea stall outside Jind Civil Lines Police Station on Thursday with a “sorry"" message.
#COVID19Vaccine",,,1,5,3,['https://pbs.twimg.com/media/EzmB0AVUUAAzhas?format=jpg&name=360x360'],https://twitter.com/Ashoke_Raj/status/1385281096355663873
206,206,Dinesh Sharma,@sdineshaa,2021-04-22T10:10:50.000Z,"Sewa : If anyone in #Delhi infected with #Covid19 is in isolation at home #langer ( food free of cost) will be served to their home by #DGPC. Contact 
@JasMatta
 +91 98914 55265 (Mobile) #Sewa #Help #CovidCrisis #COVID19Vaccine","Quote Tweet
JASPREET SINGH MATTA
@JasMatta
 · Apr 21
If any family in Delhi got Infected with #COVID19 
Will Serve langar (Free food) at their door step
Delhi gurdwara Prabandak Committee Initiative'
IF NEEDED DM me details with Name+Phone+fulladdress 
#Sewa Sarbat da Bhala
CC @ippatel @rohit_chahal @CharuPragya @PoddarVaishali
Show this thread",,,5,10,['https://pbs.twimg.com/profile_images/1388097999973146629/YvzJIXmG_mini.jpg'],https://twitter.com/sdineshaa/status/1385174248810074112
207,207,Sunil Chauhan,@sunilch84498956,2021-04-22T15:47:41.000Z,"India's vaccination drive is helping control the spread of the virus. 

Post vaccination, the breakthrough infection numbers stand at just between 0.03%-0.04% for both Covaxin and Covishield. Get vaccinated to help India's fight against COVID
@BJP4India
 @BJP4Delhi
 @bjp4mayurvihr",,,,,1,['https://pbs.twimg.com/media/EzltvESVkAYZPCP?format=jpg&name=small'],https://twitter.com/sunilch84498956/status/1385259018583613440
208,208,अंकित प्रकाश सिंह अग्निवंशी,@iaps_agnivanshi,2021-04-22T08:18:00.000Z,"#सोनिया_गांधी ने #पीएम_मोदी को लिखी चिट्ठी कहा - ""एक वैक्सीन के तीन दाम कैसे?""

अरे मैडम जी जैसे एक ही पार्टी से टिकट के अलग-अलग जगह के अलग-अलग रेट फिक्स होते है।
#COVID19 #CovishieldVaccine #Covishield #SoniaGandhi #Modi",,,,,,[],https://twitter.com/iaps_agnivanshi/status/1385145851979341828
209,209,Kailash Jain,@Kailashjainbjp,2021-04-22T13:41:44.000Z,"कोरोना टीका  
@Covishield
 का दूसरा डोस लिया आप भी लीजिए 
@narendramodi
 जी
@JPNadda
 जी
@ManojTiwariMP
 जी 
@siddharthanbjp
जी 
@BJP4Delhi",,,,5,14,['https://pbs.twimg.com/media/EzlQ6EgVoAAgxGN?format=jpg&name=small'],https://twitter.com/Kailashjainbjp/status/1385227322186375168
210,210,Firoz Malik Jila Adh,@Bjpfirozmalik,2021-04-22T11:29:43.000Z,"India's vaccination drive is helping control the spread of the virus. 

Post vaccination, the breakthrough infection numbers stand at just between 0.03%-0.04% for both Covaxin and Covishield. Get vaccinated to help India's fight",,,,,,['https://pbs.twimg.com/media/Ezkyr5bVgAgkPC4?format=jpg&name=small'],https://twitter.com/Bjpfirozmalik/status/1385194100962611201
211,211,AjayJha,@AjayJha08,2021-04-22T11:03:50.000Z,"India's vaccination drive is helping control the spread of the virus. 

Post vaccination, the breakthrough infection numbers stand at just between 0.03%-0.04% for both Covaxin and Covishield. Get vaccinated to help India's fight against COVID.",,,,,2,[],https://twitter.com/AjayJha08/status/1385187584674988036
212,212,CMA Rakesh Singh,@CmaRakeshSingh,2021-04-23T04:33:25.000Z,35 Doctors tested positive in AIIMS. guess #Covishield doesn't work. Huh....,"Quote Tweet
vir sanghvi
@virsanghvi
 · Apr 22
Guess Coronil doesn’t work, huh? twitter.com/scribe_prashan…",,2,1,17,['https://pbs.twimg.com/profile_images/1363485388136796171/LaDr2poy_mini.jpg'],https://twitter.com/CmaRakeshSingh/status/1385451721783013379
213,213,CMA Rakesh Singh,@CmaRakeshSingh,2021-04-23T17:24:50.000Z,"It's only a matter of time before India made vaccines start to Rule the global #COVID19Vaccine market. 

The Indian vaccines are high on efficacy and cost effective.",,,,1,21,['https://pbs.twimg.com/media/EzrNjqyUUAInI1M?format=jpg&name=small'],https://twitter.com/CmaRakeshSingh/status/1385645855961600001
214,214,Gopal Kumar Kedia,@gkkediadelhi,2021-04-23T13:51:03.000Z,"Taken Covishield Vaccine today, 23rd April 2021.",,,,1,10,['https://pbs.twimg.com/media/EzqcoVoVEAIDc0W?format=jpg&name=small'],https://twitter.com/gkkediadelhi/status/1385592055435390977
215,215,"ankur21goel@gmail.com
follow
back",ankur21goel@gmail.com,2021-04-23T10:38:16.000Z,"#COVIDEmergency2021   
#OxygenCrisis 
#CovidIndia 
#COVID19Vaccine 
@Parul_Khera
 
@NiveshAgg",,💯 ⬅,,,1,['https://pbs.twimg.com/media/EzpwgBaUYAA00vc?format=jpg&name=small'],https://twitter.com/ankur21goel/status/1385543538297819139
216,216,Tashi Tobgyal,@tashitobgyal,2021-04-24T17:07:35.000Z,"Work Hard! Party Hard! Kiwi Band Six60 performs to a crowd of 50,000 in Auckland, New Zealand on saturday, the biggest live act since #COVID19 began. They collectively worked hard & right to stamp out the virus.
David Rowland/AP Photo.

#COVID19Vaccine 
#COVIDEmergency2021",,,2,18,41,['https://pbs.twimg.com/media/EzwSE22VUAA37a3?format=jpg&name=small'],https://twitter.com/tashitobgyal/status/1386003900231077889
217,217,Aman Sharma,@AmanKayamHai_,2021-04-24T16:35:44.000Z,So Covaxin will cost (even) more than Covishield to states & private hospitals!,,,4,9,29,['https://pbs.twimg.com/media/EzwL6ImVgAAT1Z3?format=jpg&name=small'],https://twitter.com/AmanKayamHai_/status/1385995884588986369
218,218,Business Insider India,@BiIndia,2021-04-24T16:48:07.000Z,"#Covaxin priced at ₹600 and ₹1200 for state and private hospitals respectively

#COVID19Vaccine #BharatBiotech

https://businessinsider.in/india/news/covaxin-priced-at-600-and-1200-for-state-and-private-hospitals-respectively/articleshow/82234380.cms…",,,,12,32,['https://pbs.twimg.com/media/EzwOu1mVUAQxw8E?format=jpg&name=small'],https://twitter.com/BiIndia/status/1385999003045621761
219,219,Hindustan Times,@HindustanTimes,2021-04-24T19:05:57.000Z,"Covishield most affordable Covid vaccine in market today, says Adar Poonawalla","Covishield most affordable Covid vaccine in market today, says Adar Poonawalla
SII was criticised for keeping the per-dose price of Covishield higher in the Indian market than the global market.
hindustantimes.com",,1,,3,['https://pbs.twimg.com/card_img/1388570745182121988/xcdOLLeg?format=jpg&name=small'],https://twitter.com/HindustanTimes/status/1386033687850934279
220,220,Athena .... Lone Warrior SSRF SSRIAN SQUAD,@GunjankaurAnand,2021-04-24T18:54:16.000Z,Vaccination window for 18-45 not operative as of now #COVID19Vaccine,,,,3,1,['https://pbs.twimg.com/media/EzwrnRBVEAU4Gvj?format=jpg&name=small'],https://twitter.com/GunjankaurAnand/status/1386030751225847808
221,221,Splendid Travels - Manish,@maaniish11,2021-04-24T02:23:45.000Z,"#Qatar authorities have confirmed that those who have obtained #Covishield Vaccine in #India are eligible for quarantine exemption at the time of entry into Qatar. Passenger should have obtained 2 dose, completed 14 days after the 2nd dose and carry the Vaccine certificate.",,,1,,1,['https://pbs.twimg.com/media/EztI57UVIAAYHCu?format=jpg&name=small'],https://twitter.com/maaniish11/status/1385781475811860487
222,222,Preet Walia,@PreetWalia,2021-04-24T19:07:10.000Z,"Proud to have participated in the #Humantrials, Finally the #vaccine is approved for #emergency use. Connect for any queries. Happy to help 
 #SputnikV #socialcause #CoronaVaccine #DRreddys #vaccinedrive #CoronavirusVaccine #CovidResources #COVID19Vaccine","The following media includes potentially sensitive content. Change settings
View",😊,1,,2,[],https://twitter.com/PreetWalia/status/1386033996203659265
223,223,Vikram Mahajan,@vikrammahajan,2021-04-24T17:13:52.000Z,"At Rs 600 per dose, Indians getting inoculated with #Covishield at private hospitals from May 1 could end up paying the highest price in the world for this vaccine developed by the University of #Oxford and #AstraZeneca.
#CovishieldVaccine",,,2,1,4,['https://pbs.twimg.com/media/EzwUor9VUAQiNyb?format=jpg&name=small'],https://twitter.com/vikrammahajan/status/1386005482091913216
224,224,Aditi A,@AditiAnarayanan,2021-04-24T16:38:27.000Z,"COVAXIN to be sold at ₹600 to state governments and ₹1200 to Pvt hospitals

More expensive than #Covishield",,,,,1,['https://pbs.twimg.com/media/EzwMiHFUYAU_4KT?format=jpg&name=small'],https://twitter.com/AditiAnarayanan/status/1385996567845359618
225,225,mohd.farman,@farmangazi,2021-04-24T04:56:49.000Z,"Covishield Rate Card:
India: ₹600
Saudi Arabia: ₹395
South Africa: ₹395
US: ₹300
Bangladesh: ₹300
Brazil: ₹237
UK: ₹226
EU: ₹162-263

India's vaccine is most expensive for Indians because 'aapda mein avsar', Opportunity in adversity is the mantra!","Quote Tweet
Priyanka Chaturvedi
@priyankac19
 · Apr 24
I’d be happy to be corrected, but is there any other country in the world which is implementing multiple price slabs for vaccine procurement or India is the only one?",,,,,['https://pbs.twimg.com/profile_images/1387496778790948865/99JwhRvp_mini.jpg'],https://twitter.com/farmangazi/status/1385819998833111041
226,226,Shelley Singh,@singhshelleyET,2021-04-24T17:04:57.000Z,"For lot of people across #Bharat who struggle to spend Rs 100 a month on mobile recharge, Rs 600 a dose for #vaccine could shatter their already fragile budgets #Covaxin #Covishield","Quote Tweet
Economic Times
@EconomicTimes
 · Apr 24
#Breaking: Bharat Biotech sets price tags for Covaxin: Rs 600 for state govts and Rs 1200 for pvt hospitals",,,,3,['https://pbs.twimg.com/profile_images/1285571205966073857/rE3KyZFW_mini.jpg'],https://twitter.com/singhshelleyET/status/1386003239892439040
227,227,Nandagopal Rajan,@nandu79,2021-04-24T01:51:00.000Z,"Serum Institute’s Rs 600/dose for Covishield in pvt hospitals is its highest rate the world over https://indianexpress.com/article/india/serum-institute-covishield-price-india-world-7286635/… via 
@IndianExpress","Serum Institute’s Rs 600/dose for Covishield in private hospitals is its highest rate the world over
This, despite it being contract-manufactured by Pune’s Serum Institute of India whose CEO Adar Poonawalla had said that the firm was making a profit even at a price of Rs 150 per dose.
indianexpress.com",,2,36,52,['https://pbs.twimg.com/card_img/1385903149706366978/bU_e5B6Q?format=jpg&name=small'],https://twitter.com/nandu79/status/1385773234423963652
228,228,GAURAV TRIPATHI,@GAURAVT95265598,2021-04-24T19:50:19.000Z,"#DMkanpur#CMOkanpur#aajtak 
https://youtu.be/DCgIrMNUCOA

This is not a difference of 73-76 . As per Govt the deaths on April 23 in kanpur is 3 as Per person who is keeping record at Bhairoghat the numbers were 77 till 9PM 

It's a matter of fact the news is reported from one Ggat","क्या India को मिलेगी सबसे महंगी covishield? vaccine price पर Serum...
Khatabook description: Download कीजिये KhataBook, इंडिया का #1 खाता App और अपने बिज़नेस की लेन-देन को आसान बनाइये : 
youtube.com",✅ ✅,,,,['https://pbs.twimg.com/card_img/1388536025488703488/HjGF3Kxc?format=jpg&name=240x240'],https://twitter.com/GAURAVT95265598/status/1386044856179462144
229,229,Christina George,@christi_george,2021-04-24T16:51:06.000Z,What was the clarification on Covishield  all about then?,"Covaxin To Cost Rs 1,200 For Private Hospitals, Rs 600 For States
Covaxin to cost Rs 1,200 for private hospitals, Rs 600 for state government, says Bharat Biotech.
ndtv.com",,,,,['https://pbs.twimg.com/card_img/1388533586844868617/lbarhsiL?format=jpg&name=small'],https://twitter.com/christi_george/status/1385999753972895744
230,230,Dr. Namita Wahi,@NamitaWahi,2021-04-24T16:26:28.000Z,#Health is a #publicgood. #COVID is a worldwide calamity. #GovernmentofIndia must provide COVID vaccine free of cost to all.,"Serum Institute’s Rs 600/dose for Covishield in private hospitals is its highest rate the world over
This, despite it being contract-manufactured by Pune’s Serum Institute of India whose CEO Adar Poonawalla had said that the firm was making a profit even at a price of Rs 150 per dose.
indianexpress.com",,,,,['https://pbs.twimg.com/card_img/1385903149706366978/bU_e5B6Q?format=jpg&name=small'],https://twitter.com/NamitaWahi/status/1385993553151553538
231,231,Jayant Shilanjan Mundhra,@jshilanjanm,2021-04-24T17:32:48.000Z,"Makes utmost sense. While SII didn't incur any R&D spend on developing Covishield, Bharat Biotech did its own R&D and invested a huge sum. Thus, a higher price makes a rational proposition.","Quote Tweet
BharatBiotech
@BharatBiotech
 · Apr 24
Bharat Biotech - COVAXIN® Announcement",,1,,1,"['https://pbs.twimg.com/profile_images/1100655759069720576/FTMGdOoj_mini.png', 'https://pbs.twimg.com/media/EzwKThOUUAIJa1l?format=jpg&name=small']",https://twitter.com/jshilanjanm/status/1386010248163381250
232,232,Global Tribune,@GTribuneNews,2021-04-24T20:55:08.000Z,"COVISHIELD Is Most Affordable Covid Vaccine, Clarifies SII On Imposing Charges 
#CovishieldVaccine #Covishield","COVISHIELD Is Most Affordable Covid Vaccine, Clarifies SII On Imposing Charges
Addressing the recent rise in COVISHIELD prices, the Serum Institute of India released a statement highlighting and clarifying certain facts related to it.
globaltribune.in",,,,,['https://pbs.twimg.com/card_img/1388558826111225868/x5WXJM7M?format=jpg&name=small'],https://twitter.com/GTribuneNews/status/1386061167064276994
233,233,Shivam Bhagat,@shivambhagat33,2021-04-24T18:15:40.000Z,Rs. 1200 is an absurd price to be selling covaxin to private hospitals. It was fine until 600 for covishield. Will definitely discourage EWS from getting vaccinated and thereby stopping this hell. #CovidIndia,,,,,3,[],https://twitter.com/shivambhagat33/status/1386021035368013824
234,234,Yash Jain,@jainyash9710,2021-04-24T19:17:09.000Z,The vaccine must be chargeable and why not? the companies spent thousands of crores in developing them only to sell them for free? ASK YOU GOVERNMENT TO PROVIDE THEM FREE not the companies. With this mindset it clearly shows why we are a 3rd world country. #Covaxin #Covishield,,,,,2,[],https://twitter.com/jainyash9710/status/1386036506708512774
235,235,MSB News,@msb_news,2021-04-24T17:17:40.000Z,". ⁦
@BharatBiotech
⁩ announces the price for COVAXIN. ₹600 for the State Governments; ₹1200 for private hospitals. This means COVAXIN will be costlier than Covishield.",,,,,,['https://pbs.twimg.com/media/EzwVghCVIAMaL5U?format=jpg&name=small'],https://twitter.com/msb_news/status/1386006437067821060
236,236,Rohit Arora,@irohit88,2021-04-24T17:15:10.000Z,"No covishield vaccine available in Indirapuram Ghaziabad. Actually the time has come for my patient to get 2nd dose of covishield.
Can anyone help to find where is covishield available in Indirapuram, vaishali Ghaziabad and Noida ?
#CovishieldVaccine",,,,,1,[],https://twitter.com/irohit88/status/1386005810707193858
237,237,Tarun Shukla,@shukla_tarun,2021-04-24T16:50:22.000Z,"First thought : higher than #covishield.

Second thought : even a general Max Hospital consultation costs more than this. 

#covaxin #india","Quote Tweet
BharatBiotech
@BharatBiotech
 · Apr 24
Bharat Biotech - COVAXIN® Announcement",,11,42,121,"['https://pbs.twimg.com/profile_images/1100655759069720576/FTMGdOoj_mini.png', 'https://pbs.twimg.com/media/EzwKThOUUAIJa1l?format=jpg&name=small']",https://twitter.com/shukla_tarun/status/1385999566911119362
238,238,Dr Nimo Ghosh,@niiravmodi,2021-04-24T05:37:27.000Z,"Covishield rate card

Saudi Arab - ₹0
Iran              - ₹0
Iraq              - ₹0
Libya           - ₹0
Kuwait        - ₹0
Pakistan     - ₹0
Hindustan  - ₹600

Modi ji, Just tell me why only Hindus?

Rt coz nobody will tell you this",,🚩,15,186,618,[],https://twitter.com/niiravmodi/status/1385830225745833984
239,239,Anshuman Sail,@AnshumanSail,2021-04-24T15:03:12.000Z,"Fun Fact : A Covishield Vaccine which is manufactured in Pune will cost you 600 Rs in Pune and will cost you 237 RS in Brazil which is only 14332 Km away.

Hari Om.",,,48,1.2K,3.7K,[],https://twitter.com/AnshumanSail/status/1385972599327391751
240,240,An Open Letter,@AnOpenLetter001,2021-04-24T10:04:12.000Z," : Gave us 4 cryogenic tankers which we need for O2. 
 : President has also said that they are ready to help India in every way possible.
 : Sent us their vaccines.
 :  Blocking raw material for Covishield.

World is watching you, Mr. 
@POTUS",,😷,43,398,1.4K,"['https://pbs.twimg.com/media/EzuySnhVUAAO2xi?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzuyS_BVUAYKOP2?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzuySzKUcAAZXX1?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzuyTIXVcAAFQU8?format=jpg&name=360x360']",https://twitter.com/AnOpenLetter001/status/1385897354486632449
241,241,CPI (M),@cpimspeak,2021-04-24T12:40:10.000Z,"Even in the midst of a raging pandemic with thousands dying everyday, Modi Govt's focus is to ensure that loot by cronies must go on.
Profits over People!
Serum Institute’s Rs 600/dose for Covishield in private hospitals is its highest rate the world over https://indianexpress.com/article/india/serum-institute-covishield-price-india-world-7286635/…",,,7,89,244,['https://pbs.twimg.com/media/EzvVesQWUAArmkg?format=jpg&name=small'],https://twitter.com/cpimspeak/status/1385936604368408580
242,242,Khurram Qureshi,@qureshik74,2021-04-24T04:51:47.000Z,So relieved that my parents have received their second dose of #COVID19Vaccine ,,🙏 😊,35,10,722,['https://pbs.twimg.com/media/Eztqx7-WEAAtfS4?format=jpg&name=small'],https://twitter.com/qureshik74/status/1385818730375090176
243,243,#IndiaFightsCorona,@COVIDNewsByMIB,2021-04-24T13:10:22.000Z,"#CoronaFacts:
Myth:- It is not safe to take #COVID19Vaccine during menstruation
 Fact:- Menstruation has no effect on COVID-19 Vaccine efficacy.

#MythBuster 
#IndiaFightsCorona 
#Unite2FightCorona
#LargestVaccinationDrive",,📍 ❓ ❓ ↗,3,67,194,['https://pbs.twimg.com/media/Ezvc6LFUUAAFfR2?format=jpg&name=small'],https://twitter.com/COVIDNewsByMIB/status/1385944205176967170
244,244,Asianet Newsable,@AsianetNewsEN,2021-04-24T18:25:42.000Z,"India becomes the fastest country to administer 14 crore doses of #COVID19Vaccine in just 99 days. Also, the country has administered more than 24 lakh vaccine doses administered till 8 pm today: Union Health Ministry",,,6,134,355,['https://pbs.twimg.com/ext_tw_video_thumb/1386023539799515138/pu/img/2Z9Vwr8S2yaE2bVT.jpg'],https://twitter.com/AsianetNewsEN/status/1386023562016747521
245,245,Global Tribune,@GTribuneNews,2021-04-24T18:19:50.000Z,"COVISHIELD Is Most Affordable Covid Vaccine, Clarifies SII On Imposing Charges 
#CovishieldVaccine #Covishield #SerumInstituteofIndia","COVISHIELD Is Most Affordable Covid Vaccine, Clarifies SII On Imposing Charges
Addressing the recent rise in COVISHIELD prices, the Serum Institute of India released a statement highlighting and clarifying certain facts related to it.
globaltribune.in",,,,,['https://pbs.twimg.com/card_img/1388558826111225868/x5WXJM7M?format=jpg&name=small'],https://twitter.com/GTribuneNews/status/1386022084686483457
246,246,Parimal Kumar,@parimmalksinha,2021-04-24T17:22:46.000Z,"राज्यों के लिए Covaxin की कीमत : 600रु/डोज
निजी अस्पतालों के लिए : 1200रु/डोज

वहीं, Covishield की कीमत राज्य सरकारों के लिए : 400रु/डोज और
निजी अस्पतालों के लिए : 600रु/डोज",,,14,45,126,"['https://pbs.twimg.com/media/EzwWq4OUYAgbj8U?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzwWrO1VEAIroFh?format=jpg&name=360x360']",https://twitter.com/parimmalksinha/status/1386007720554209284
247,247,Pradeep Jain,@Pradeep76554630,2021-04-24T18:54:28.000Z,#Covaxin #Covishield #CoronavirusIndia #EmergencyMedicine #REMDESIVIR #vaccine #LiveVaastu #PositiveVibes,,,,,2,['https://pbs.twimg.com/ext_tw_video_thumb/1386030687543730176/pu/img/AWsHPqwkFhbjlifP.jpg'],https://twitter.com/Pradeep76554630/status/1386030799951056896
248,248,प्रिय यादव (Priye Yadav),@priyeyadavindia,2021-04-24T16:19:56.000Z,"मेरा सरकार से निवेदन है कि जिस - जिस राज्य में कोरोना का 2nd Mutant आया है उन राज्यों में भारत बायोटेक COVAXIN का  इंजेक्शन जल्द से जल्द  लगाया जाए क्योंकि रिपोर्ट के मुताबिक Covishield Vaccine से COVAXIN 70 % ज्यादा कारगर है ! 
@narendramodi
@drharshvardhan",,,,,1,[],https://twitter.com/priyeyadavindia/status/1385991908611084292
249,249,"Alone
जय श्री महाकाल",@AkashOfficiall,2021-04-24T16:41:01.000Z,"मास्क ना लगाने पर चालान हैं 

तो इलाज ना मिलने पर भी मुकदमा होना चाहिए ....
 

#Covishield 
#CovidSOS 
#COVIDSecondWave 
#WearAMask
 
#StayStrongIndia 
#StayHomeStaySafe 
#stayselcaday 
#StaySafeStayHealthy 
#StaySafe 
#StayHome
 
#COVID19 
#COVIDSecondWave",,😍 🙏 🙏 💔 🙏,1,6,,[],https://twitter.com/AkashOfficiall/status/1385997214741270533
250,250,Deepshikha joshi,@_deepshee,2021-04-24T15:29:00.000Z,"Chaand or Mangal per jeewan khojne vala insaan 
#CovidIndia #CovidSOS #CovidHelp #COVID19Vaccine #covid",,,,,1,['https://pbs.twimg.com/media/Ezv8oyzVIAQowc9?format=jpg&name=small'],https://twitter.com/_deepshee/status/1385979090855895044
