,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,hashtag,cleaned words,Segmented#
1028,1028,Sadaf Sayeed,@Sadafsayeed,2021-04-18T03:32:34.000Z,"When it was your business they ordered a shut down overnight , while new #COVID19  cases were just 500. When it comes to politicians business ( elections ) they are not willing to shut it down even when new #COVID cases have reached record 2,60,000 everyday.",,,2,2,6,[],https://twitter.com/Sadafsayeed/status/1383624469776764936,"['COVID19', 'COVID']","['wa', 'business', 'ordered', 'shut', 'overnight', 'new', 'covid', 'case', 'come', 'politician', 'business', 'election', 'willing', 'shut', 'even', 'new', 'covid', 'case', 'reached', 'record', 'everyday']",covid 19 covid
1029,1029,Javed Ashraf Khan,@IamJavedAshraf,2021-04-18T16:30:09.000Z,"Does Mr. 
@PiyushGoyal
 make any sense?
How to keep demand for medical oxygen under control? Are Covid cases happening in a planned manner? U take all credit all the time, then why running away from responsibility?
@SaketGokhale
 @SpiritOfCongres
@RuchiraC
#COVID19India","Quote Tweet
ANI
@ANI
 · Apr 18
State governments should keep demand (for medical oxygen) under control. Demand-side management is as important as supply-side management. Containing COVID spread is the responsibility of state governments & they should fulfil this responsibility: Union Minister Piyush Goyal
Show this thread",,1,12,21,"['https://pbs.twimg.com/profile_images/1497864299/ani_mic_logo_mini.jpg', 'https://pbs.twimg.com/media/EzRFN4LVIAgsYdt?format=jpg&name=small']",https://twitter.com/IamJavedAshraf/status/1383820154404958221,['COVID19India'],"['doe', 'mr', 'piyushgoyal', 'make', 'sense', 'keep', 'demand', 'medical', 'oxygen', 'control', 'covid', 'case', 'happening', 'planned', 'manner', 'u', 'take', 'credit', 'time', 'running', 'away', 'responsibility', 'saketgokhale', 'spiritofcongres', 'ruchirac', 'covidindia']",covid 19 india
1030,1030,Karnika,@KarnikaKohli,2021-04-18T14:00:22.000Z,"For oxygen cylinders in Delhi. 

Dad tells me these guys will start distributing from tomorrow. 

#Covid",,,24,873,902,"['https://pbs.twimg.com/media/EzQuz6DVkAgbXLk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzQuz6AUcAUc3Fx?format=jpg&name=small']",https://twitter.com/KarnikaKohli/status/1383782461226713094,['Covid'],"['oxygen', 'cylinder', 'delhi', 'dad', 'tell', 'guy', 'start', 'distributing', 'tomorrow', 'covid']",covid
1031,1031,Vaishali Poddar,@PoddarVaishali,2021-04-18T10:05:08.000Z,"If urgent : DM for Covid RT-PCR test, Home sample collection.

Only for delhi.",,,65,1.5K,3K,[],https://twitter.com/PoddarVaishali/status/1383723262815866888,[],"['urgent', 'dm', 'covid', 'rtpcr', 'test', 'home', 'sample', 'collection', 'delhi']",
1032,1032,LOK VIKAS PARISHAD NGO,@LokvikasParisad,2021-04-18T02:28:03.000Z,"Urgent
Deepak Jain Age 35 Covid + blood group O+ admitted in Max Patparganj required plasma of any blood group
Prefer +Patient recover 3/11/20 to 3/3/21
Attendent Vicky 9899695034,8076559127
@dilipkpandey
 @yogitabhayana
 @CMODelhi
 @raghav_chadha
 @srinivasiyc
 @adeshguptabjp
 
#bjym",,,,6,10,"['https://pbs.twimg.com/media/EzOQWdlVcAAHGtB?format=jpg&name=small', 'https://pbs.twimg.com/media/EzOQWtKVUAwdRto?format=jpg&name=small']",https://twitter.com/LokvikasParisad/status/1383608232631881738,['bjym'],"['urgent', 'deepak', 'jain', 'age', 'covid', 'blood', 'group', 'admitted', 'max', 'patparganj', 'required', 'plasma', 'blood', 'group', 'prefer', 'patient', 'recover', 'attendent', 'vicky', 'dilipkpandey', 'yogitabhayana', 'cmodelhi', 'raghav_chadha', 'srinivasiyc', 'adeshguptabjp', 'bjym']",bjym
1033,1033,Anish Singh,@AnishSinghBJPM,2021-04-18T17:57:59.000Z,"Roll on Roll off Oxygen trucks getting loaded for Oxygen Express. Under PM 
@NarendraModi
 ji's leadership, Govt of India is committed to doing everything possible to help COVID-19 patients","Quote Tweet
Piyush Goyal
@PiyushGoyal
 · Apr 18
Roll on Roll off Oxygen trucks getting loaded for Oxygen Express. Under PM @NarendraModi ji's leadership, Govt of India is committed to doing everything possible to help COVID-19 patients.
Show this thread",,1,1,12,"['https://pbs.twimg.com/profile_images/1242114357682515971/x6zWYqzZ_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1383759147410157568/pu/img/sHJTyy8jHiH0Cjr2.jpg']",https://twitter.com/AnishSinghBJPM/status/1383842259360124932,[],"['roll', 'roll', 'oxygen', 'truck', 'getting', 'loaded', 'oxygen', 'express', 'pm', 'narendramodi', 'jis', 'leadership', 'govt', 'india', 'committed', 'everything', 'possible', 'help', 'covid', 'patient']",
1034,1034,TheSunnyDua,@TheSunnyDua,2021-04-18T17:39:46.000Z,"Dear Jammu & Kashmir people, please see LG Manoj Sinha wearing double mask while reviewing COVID-19 situation and subsequent measures in place. If this doesn't make you understand gravity of situation and encourage to adopt safety measures what else will? #StayAlertStaySafe","Quote Tweet
Office of LG J&K
@OfficeOfLGJandK
 · Apr 18
Held a meeting to review COVID situation in J&K today",,1,1,4,"['https://pbs.twimg.com/profile_images/1311623907900678145/mK6H38Mq_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1383822326597177370/pu/img/SgM8H2ykqoEVvHUJ.jpg']",https://twitter.com/TheSunnyDua/status/1383837671768813574,['StayAlertStaySafe'],"['dear', 'jammu', 'kashmir', 'people', 'please', 'see', 'lg', 'manoj', 'sinha', 'wearing', 'double', 'mask', 'reviewing', 'covid', 'situation', 'subsequent', 'measure', 'place', 'doesnt', 'make', 'understand', 'gravity', 'situation', 'encourage', 'adopt', 'safety', 'measure', 'else', 'stayalertstaysafe']",stay alert stay safe
1035,1035,देव त्रिपाठी Dev Tripathi,@devtripathioo7,2021-04-18T15:52:25.000Z,"Sr Doctor's advice for everyone. 

1. Do not do CT scan if mild symptoms (unnecessary radiation exposure. Radiation of 1 CT scan is equal to 100 X-rays) 

#Covid ",,😷,1,1,3,[],https://twitter.com/devtripathioo7/status/1383810657082953732,['Covid'],"['sr', 'doctors', 'advice', 'everyone', ' \n\n', 'ct', 'scan', 'mild', 'symptom', 'unnecessary', 'radiation', 'exposure', 'radiation', 'ct', 'scan', 'equal', 'xray', 'covid']",covid
1036,1036,Akshay Lakra,@akshaylakra17,2021-04-18T09:05:35.000Z,"Get well soon shri 
@BhupinderSHooda
 ji. I pray for your speedy recovery from Covid 19.
I hope you’ll bounce back stronger like 
@DeependerSHooda
 ji did.",,,,2,34,[],https://twitter.com/akshaylakra17/status/1383708274877337600,[],"['get', 'well', 'soon', 'shri', 'bhupindershooda', 'ji', 'pray', 'speedy', 'recovery', 'covid', 'hope', 'bounce', 'back', 'stronger', 'like', 'deependershooda', 'ji']",
1037,1037,Paritosh Pant,@pantparitosh,2021-04-18T07:49:21.000Z,"Whoever has recovered from Covid19. Please Tweet/Share your stories that you have recovered and home isolation is perfectly fine for whoever can. 

Spread positivity & hope. PLEASE 
#जनता_त्रस्त_मोदी_मस्त",,🙏,,6,11,[],https://twitter.com/pantparitosh/status/1383689090332123137,['जनत'],"['whoever', 'ha', 'recovered', 'covid', 'please', 'tweet', 'share', 'story', 'recovered', 'home', 'isolation', 'perfectly', 'fine', 'whoever', 'spread', 'positivity', 'hope', 'please', 'जनत', '_त', 'रस', 'त_म', 'द', '_मस', 'त']",जनत
1038,1038,@MediclaimTimes,@MediclaimTimes,2021-04-18T04:23:23.000Z,"#BloodDonation 
Urgent 
Type :  A+ve
At : Venkateshwar Hospital, Dwarka, New Delhi.
Blood Component : Need Plasma from A+ve #COVID19 recovered patient.
Number of Units : 2
Primary Number : 9327716611
#BloodDonorsIN #CovidplasmaIN 
@CovidPlasmaIn
 @covidplasmabank
 @BloodDonorsIn",,,2,3,1,['https://pbs.twimg.com/media/EzOqv4yVgAId2Pm?format=jpg&name=small'],https://twitter.com/MediclaimTimes/status/1383637256552943623,"['BloodDonation', 'COVID19', 'BloodDonorsIN', 'CovidplasmaIN']","['blooddonation', 'urgent', 'type', 'venkateshwar', 'hospital', 'dwarka', 'new', 'delhi', 'blood', 'component', 'need', 'plasma', 'covid', 'recovered', 'patient', 'number', 'unit', 'primary', 'number', 'blooddonorsin', 'covidplasmain', 'covidplasmain', 'covidplasmabank', 'blooddonorsin']",blood donation covid 19  blood donors in  covidplasma in
1039,1039,alok singh,@AlokReporter,2021-04-18T16:32:32.000Z,"Why election commission or DM are threatning of registering FIR against the officers for not not joining the election duty, despite the officers having fever/Covid symptoms. This is harassment. 
#panchayatelections should not happen at this time.",,,1,26,32,[],https://twitter.com/AlokReporter/status/1383820752315580420,['panchayatelections'],"['election', 'commission', 'dm', 'threatning', 'registering', 'fir', 'officer', 'joining', 'election', 'duty', 'despite', 'officer', 'fever', 'covid', 'symptom', 'harassment', 'panchayatelections', 'happen', 'time']",panchayat elections
1040,1040,Dr. Manish Jain,@drmanishjain680,2021-04-18T17:22:47.000Z,Fact delhi will be nearly 70% covid19 positive by 22nd april if lockdown is not imposed,,,,1,6,[],https://twitter.com/drmanishjain680/status/1383833400314777610,[],"['fact', 'delhi', 'nearly', 'covid', 'positive', 'nd', 'april', 'lockdown', 'imposed']",
1041,1041,Anuj,@anuj_413,2021-04-18T09:46:17.000Z,"Urgently needed Plasma at Max Super Speciality Hospital, Shalimar Bagh for Covid Patient Sanjay Kumar Singh blood group AB+ who is recently recovered from Covid 

Pls contact:
Namita Singh 7982149591 / 7982120541
Ankur Singh - 9818647639
@AapkiBandana
 #PlasmaRequirement",,,1,3,2,[],https://twitter.com/anuj_413/status/1383718516612747267,['PlasmaRequirement'],"['urgently', 'needed', 'plasma', 'max', 'super', 'speciality', 'hospital', 'shalimar', 'bagh', 'covid', 'patient', 'sanjay', 'kumar', 'singh', 'blood', 'group', 'ab', 'recently', 'recovered', 'covid', 'pls', 'contact', 'namita', 'singh', 'ankur', 'singh', 'aapkibandana', 'plasmarequirement']",plasma requirement
1042,1042,Riz G,@ritesh_to,2021-04-18T12:07:10.000Z,"Should it be made mandatory for healthy covid survivors to donate plasma when it is reqd to save a life? So many ppl who were positive and cured aren’t coming forward. 

#may_be_i_am_wrong #fightback",,,7,4,23,[],https://twitter.com/ritesh_to/status/1383753970670206989,"['may_be_i_am_wrong', 'fightback']","['made', 'mandatory', 'healthy', 'covid', 'survivor', 'donate', 'plasma', 'reqd', 'save', 'life', 'many', 'ppl', 'positive', 'cured', 'coming', 'forward', 'may_be_i_am_wrong', 'fightback']",may_be_i_am_wrong  fight back
1043,1043,Dr. Utsav Kumar Singh,@utsavkumarsingh,2021-04-18T13:25:21.000Z,"There is an urgent need of  Remdesivir for 80 year old patient in greater noida. Patient has Covid pneumonia and both lungs affected. Earnest request to  
@ashokbasoya
  and 
@srinivasiyc
 to help the Concerned person:  Anamika Prasad  9811200742",,,1,13,37,[],https://twitter.com/utsavkumarsingh/status/1383773646653587456,[],"['urgent', 'need', 'remdesivir', 'year', 'old', 'patient', 'greater', 'noida', 'patient', 'ha', 'covid', 'pneumonia', 'lung', 'affected', 'earnest', 'request', 'ashokbasoya', 'srinivasiyc', 'help', 'concerned', 'person', 'anamika', 'prasad']",
1044,1044,Sameer#जय_भारत,@Samjaihind,2021-04-18T08:37:26.000Z,"Thanks to 
@cmogbnr
 and team for Covid Possitive flats sanatization done in 
@Village1Eco
 society.
@nefowaoffice
 
@OfficialGNIDA
 
@UPGovt
 
@CMOfficeUP
 
@dmgbnagar
 
@Mediaconnect3
 
@NoidaMediaClub
 
@siddharth2596
 
@NaveenBhati_",,,,2,4,['https://pbs.twimg.com/media/EzPk1cUVUAMil73?format=jpg&name=small'],https://twitter.com/Samjaihind/status/1383701190907625478,[],"['thanks', 'cmogbnr', 'team', 'covid', 'possitive', 'flat', 'sanatization', 'done', 'villageeco', 'society', 'nefowaoffice', 'officialgnida', 'upgovt', 'cmofficeup', 'dmgbnagar', 'mediaconnect', 'noidamediaclub', 'siddharth', 'naveenbhati_']",
1045,1045,Sanjay Bragta,@SanjayBragta,2021-04-18T13:27:03.000Z,"Urgent Plasma Requirement:
Need A+ plasma donor recovered from COVID-19 within 90 days (with both positive and negative RT-PCR report); Ideally 25-50 years of age at Fortis Hospital, Sector 62, Noida. Please contact Sunil Goswami: 099996 64640",,,4,28,63,[],https://twitter.com/SanjayBragta/status/1383774073822449669,[],"['urgent', 'plasma', 'requirement', 'need', 'plasma', 'donor', 'recovered', 'covid', 'within', 'day', 'positive', 'negative', 'rtpcr', 'report', 'ideally', 'year', 'age', 'fortis', 'hospital', 'sector', 'noida', 'please', 'contact', 'sunil', 'goswami']",
1046,1046,Mandakini Gahlot,@MandakiniGahlot,2021-04-18T10:23:23.000Z,"As India reels from the government's mismanagement of Covid 19, the country's home minister continues to hold mega rallies, putting thousands at risk. #Brokenrepublic #COVID19India","Quote Tweet
ANI
@ANI
 · Apr 18
Union Home Minister and BJP leader Amit Shah holds a roadshow in Nadia district, ahead of 6th phase of West Bengal Assembly elections

#WestBengalPolls",,1,24,27,"['https://pbs.twimg.com/profile_images/1497864299/ani_mic_logo_mini.jpg', 'https://pbs.twimg.com/media/EzPbPfVVgAAzdEz?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzPbjxUVEAA-zbm?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzPbfB2VoAQkMp2?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzPblJ1UYAEopC9?format=jpg&name=360x360']",https://twitter.com/MandakiniGahlot/status/1383727854668582914,"['Brokenrepublic', 'COVID19India']","['india', 'reel', 'governments', 'mismanagement', 'covid', 'countrys', 'home', 'minister', 'continues', 'hold', 'mega', 'rally', 'putting', 'thousand', 'risk', 'brokenrepublic', 'covidindia']",brokenrepublic covid 19 india
1047,1047,Arabinda K Padhee,@arvindpadhee,2021-04-18T08:09:42.000Z,Deeply saddened to hear the untimely passing of Dr Swarna Khuntia. COVID19 created a great void in World of instrumental music. Knew the accomplished Hindustani classical violinist since my student days at BHU in early 1990s. Heartfelt condolences to bereaved family. Prayers. ,,,6,5,120,[],https://twitter.com/arvindpadhee/status/1383694210000322566,[],"['deeply', 'saddened', 'hear', 'untimely', 'passing', 'dr', 'swarna', 'khuntia', 'covid', 'created', 'great', 'void', 'world', 'instrumental', 'music', 'knew', 'accomplished', 'hindustani', 'classical', 'violinist', 'since', 'student', 'day', 'bhu', 'early', 'heartfelt', 'condolence', 'bereaved', 'family', 'prayer']",
1048,1048,Gaurav Rohila,@gauravvvvvvv,2021-04-18T15:00:55.000Z,"Lotus Boulevard AoA is having 150 reported cases of #covid19.  During these hardship time Lotus Boulevard  Governing AoA is forcefully charging 8400/- from every apartment owner instead of managing from CAM fund. 
@dmgbnagar
 @DmMeerut
 @CeoNoida
 @CMOfficeUP
 
#LBAOAMISMANAGEMENT",,,7,17,5,[],https://twitter.com/gauravvvvvvv/status/1383797699560894467,"['covid19', 'LBAOAMISMANAGEMENT']","['lotus', 'boulevard', 'aoa', 'reported', 'case', 'covid', 'hardship', 'time', 'lotus', 'boulevard', 'governing', 'aoa', 'forcefully', 'charging', 'every', 'apartment', 'owner', 'instead', 'managing', 'cam', 'fund', 'dmgbnagar', 'dmmeerut', 'ceonoida', 'cmofficeup', 'lbaoamismanagement']",covid 19 lbaoamismanagement
1049,1049,Kota Neelima కోట నీలిమ,@KotaNeelima,2021-04-18T15:35:45.000Z,"To Delhi Chief Minister 
@ArvindKejriwal
Please implement #VaccineForMedia.

#RateTheDebate Campaign seeks:
Journalists/Media Persons should be  ‘Frontline Warriors.’
Vaccination for all Journalists.
Mandatory certification for Media Organisations

Copy of letter
#Covid",,▪ ▪ ▪,8,81,199,"['https://pbs.twimg.com/media/EzREojAUUAcSpnk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EzREoi1VEAYooPc?format=jpg&name=360x360']",https://twitter.com/KotaNeelima/status/1383806465727553546,"['VaccineForMedia', 'RateTheDebate', 'Covid']","['delhi', 'chief', 'minister', 'arvindkejriwal', 'please', 'implement', 'vaccineformedia', 'ratethedebate', 'campaign', 'seek', 'journalist', 'medium', 'person', 'frontline', 'warrior', 'vaccination', 'journalist', 'mandatory', 'certification', 'medium', 'organisation', 'copy', 'letter', 'covid']",vaccine for media  rate the debate  covid
1050,1050,R P Singh: ਆਰ ਪੀ: पवन गुरु पानी पिता माता धरत महत्,@rpsinghkhalsa,2021-04-18T17:17:35.000Z,1000-bed DRDO Covid facility reopens today,"1k-bed DRDO Covid facility reopens today
letters@hindustantimes.com NEW DELHI : The Defence Research and Development Organisation (DRDO) is likely to reopen its Sardar Vallabhbhai Patel Covid Hospital in Delhi Cantonment area on Sunday to...
epaper.hindustantimes.com",,,3,9,['https://pbs.twimg.com/card_img/1385443704333238274/vdRQbfOo?format=jpg&name=120x120'],https://twitter.com/rpsinghkhalsa/status/1383832090202959883,[],"['bed', 'drdo', 'covid', 'facility', 'reopens', 'today']",
1051,1051,Pratik Dogra,@beingdogra,2021-04-18T09:55:57.000Z,How India dealt with Covid 19.,"Quote Tweet
Tim Stearns
@StearnsLab
 · Apr 18
Technical replicate.",,,4,26,"['https://pbs.twimg.com/profile_images/1144042443454570496/unoRotqz_mini.png', 'https://pbs.twimg.com/ext_tw_video_thumb/1383518636925591557/pu/img/yWwOThCXvdaoYZjQ.jpg']",https://twitter.com/beingdogra/status/1383720948306563080,[],"['india', 'dealt', 'covid']",
1052,1052,GEORGE KALLIVAYALIL,@KALLIVAYALIL,2021-04-18T14:11:21.000Z,"Curfew or lockdown may not be there from tomorrow.  But the Covid risk is increasing day by day. Stay inside home. Never forget the mask, safe distancing and use of sanitizer or hand- face washing with soap.",,,,,7,[],https://twitter.com/KALLIVAYALIL/status/1383785223893131277,[],"['curfew', 'lockdown', 'may', 'tomorrow', 'covid', 'risk', 'increasing', 'day', 'day', 'stay', 'inside', 'home', 'never', 'forget', 'mask', 'safe', 'distancing', 'use', 'sanitizer', 'hand', 'face', 'washing', 'soap']",
1053,1053,Arpit Tiwari BJP,@ArpitforBJP,2021-04-18T16:47:13.000Z,"Urgently need help for Covid patient in Greater noida 
@DhirendraGBN
 Bhaisahab.Plz, his brother is begging for his life. His Brother is available at +91 96209 89373 Nishu Srivastva 
@myogiadityanath
 @SureshKKhanna
 @shalabhmani","The following media includes potentially sensitive content. Change settings
View",,1,5,,[],https://twitter.com/ArpitforBJP/status/1383824448537600020,[],"['urgently', 'need', 'help', 'covid', 'patient', 'greater', 'noida', 'dhirendragbn', 'bhaisahabplz', 'brother', 'begging', 'life', 'brother', 'available', 'nishu', 'srivastva', 'myogiadityanath', 'sureshkkhanna', 'shalabhmani']",
1054,1054,Asmita Nandy,@NandyAsmita,2021-04-18T13:41:06.000Z,"Urgent Plasma Requirement: #Noida

Need A+ plasma donor recovered from COVID-19 within 90 days (with both positive and negative RT-PCR report); Ideally 25-50 years of age at Fortis Hospital, Sector 62, Noida. Please contact Sunil Goswami: 099996 64640
Please amplify.",,,6,46,21,[],https://twitter.com/NandyAsmita/status/1383777613085216769,['Noida'],"['urgent', 'plasma', 'requirement', 'noida', 'need', 'plasma', 'donor', 'recovered', 'covid', 'within', 'day', 'positive', 'negative', 'rtpcr', 'report', 'ideally', 'year', 'age', 'fortis', 'hospital', 'sector', 'noida', 'please', 'contact', 'sunil', 'goswami', 'please', 'amplify']",noida
1055,1055,Alexi LeFevre,@AlexiLeFevre,2021-04-18T14:20:33.000Z,"In the past 2-3 days, I’ve lost India colleagues and contacts to COVID-19, people with whom I’ve met, shared stories, chai, coffee, meals, and memories. I encourage everyone to mask up, stay home, and get vaccinated as soon as possible. Best wishes to all, we’ll get through this.",,,2,8,34,[],https://twitter.com/AlexiLeFevre/status/1383787538880425989,[],"['past', 'day', 'lost', 'india', 'colleague', 'contact', 'covid', 'people', 'met', 'shared', 'story', 'chai', 'coffee', 'meal', 'memory', 'encourage', 'everyone', 'mask', 'stay', 'home', 'get', 'vaccinated', 'soon', 'possible', 'best', 'wish', 'get']",
1056,1056,Aipc Faridabad,@AipcFbd,2021-04-18T10:38:04.000Z,"India Needs You!!

If you had already defeated COVID19 in last 3 months, now time has come to save another life who desperately needs your plasma to survive

Please fill this Form below and submit your details. We will get back to you.

Become a Saviour
 https://docs.google.com/forms/d/10kBPAVlQyVbEUOnvyilOMEQ7QUdimfwTzbcR1EPd1hc/viewform?edit_requested=true…",,🙏,1,21,25,['https://pbs.twimg.com/media/EzQAgTWVUAMgTBF?format=jpg&name=small'],https://twitter.com/AipcFbd/status/1383731548076199937,[],"['india', 'need', 'already', 'defeated', 'covid', 'last', 'month', 'time', 'ha', 'come', 'save', 'another', 'life', 'desperately', 'need', 'plasma', 'survive', 'please', 'fill', 'form', 'submit', 'detail', 'get', 'back', 'become', 'saviour', 'httpsdocsgooglecomformsdkbpavlqyvbeuonvyilomeqqudimfwtzbcrepdhcviewformedit_requestedtrue']",
1057,1057,Kiran Bedi,@thekiranbedi,2021-04-18T02:29:46.000Z,"Day 6 of #Navratras. Renditioning by Sonia Satsangi. 
@soniasmusic
 
Pray for relief from COVID. 
May the Goddess have mercy on us. Forgive us our sins. 
It’s unbearable.",,,17,41,376,['https://pbs.twimg.com/ext_tw_video_thumb/1383608551759695874/pu/img/B0OUKbmHsd0G7OEe.jpg'],https://twitter.com/thekiranbedi/status/1383608662694920196,['Navratras'],"['day', 'navratras', 'renditioning', 'sonia', 'satsangi', 'soniasmusic', 'pray', 'relief', 'covid', 'may', 'goddess', 'mercy', 'u', 'forgive', 'u', 'sin', 'unbearable']",navratras
1058,1058,Adrija Chatterjee,@adrijac,2021-04-18T17:01:14.000Z,"Anyone has leads for non-ICU bed in a private hospital in Delhi/NCR? Needs admission urgently. 
#COVID19",,,6,17,2,[],https://twitter.com/adrijac/status/1383827977151008771,['COVID19'],"['anyone', 'ha', 'lead', 'nonicu', 'bed', 'private', 'hospital', 'delhi', 'ncr', 'need', 'admission', 'urgently', 'covid']",covid 19
1059,1059,Subhayan Chakraborty শুভায়ন চক্রবর্তী,@Subhayan_ism,2021-04-18T17:26:11.000Z,"Bodies being cremated on footpath in Ghaziabad, as crematoriums go full !!! But authorities say just 2 Covid deaths in April ! Policy journalists keep on reporting about data being fudged. Hope citizens remember this as an example of how openly the govt can lie regarding figures.","Quote Tweet
Brajesh Misra
@brajeshlive
 · Apr 18
गाजियाबाद का श्मशान घाट सड़क तक आ गया है। फुटपाथ पर लाशें फूंकी जा रही हैं। सरकारी आंकड़े कुछ भी हो, हकीकत कहीं ज्यादा भयानक है। कोरोना ने पकड़ा तो जीवित को इलाज नहीं, और मर गए तो इज्जत से अंतिम संस्कार नहीं। सरकार के लिए आप महज आंकड़ा है। कभी गिने जाएंगे, कभी नहीं। घर पर रहिए।
2:17
491.7K views",,,1,3,['https://pbs.twimg.com/profile_images/1348675907871932416/_sX8OYKL_mini.jpg'],https://twitter.com/Subhayan_ism/status/1383834256095420428,[],"['body', 'cremated', 'footpath', 'ghaziabad', 'crematorium', 'go', 'full', 'authority', 'say', 'covid', 'death', 'april', 'policy', 'journalist', 'keep', 'reporting', 'data', 'fudged', 'hope', 'citizen', 'remember', 'example', 'openly', 'govt', 'lie', 'regarding', 'figure']",
1060,1060,উৎপল বৰপূজাৰী Utpal Borpujari,@UtpalBorpujari,2021-04-18T15:58:23.000Z,Thread. Handy info. #COVID19 #COVID19India,"Quote Tweet
Pramesh CS
@cspramesh
 · Apr 18
I know the #COVID-19 numbers in India are not looking good, but here are my (not so) random thoughts on it
Show this thread",,1,1,3,"['https://pbs.twimg.com/profile_images/876304471969628162/w8FpdaPW_mini.jpg', 'https://pbs.twimg.com/media/EzQPh4NUcAcIAbI?format=jpg&name=small']",https://twitter.com/UtpalBorpujari/status/1383812160111865862,"['COVID19', 'COVID19India']","['thread', 'handy', 'info', 'covid', 'covidindia']",covid 19 covid 19 india
1061,1061,Christina George,@christi_george,2021-04-18T13:39:06.000Z,"One year and our healthcare system is still not equipped enough to fight the #COVIDー19, people are wanting contacts for burial grounds and this man here says election rallies and surging Covid cases are not linked ","Quote Tweet
Shibu Tripathi
@imsktripathi
 · Apr 18
Never forget this apathy and sheer arrogance . Remember this when you vote next time ",🤯 🤯 🤯 🪂 🚨,,,2,"['https://pbs.twimg.com/profile_images/1325697495565959168/2jPYEqjp_mini.jpg', 'https://pbs.twimg.com/media/EzPs-3XUUAQ6iDm?format=jpg&name=small']",https://twitter.com/christi_george/status/1383777107419955203,['COVIDー19'],"['one', 'year', 'healthcare', 'system', 'still', 'equipped', 'enough', 'fight', 'covidー', 'people', 'wanting', 'contact', 'burial', 'ground', 'man', 'say', 'election', 'rally', 'surging', 'covid', 'case', 'linked']",covidー 19
1062,1062,Dr Om Prakash MD (Psychiatry),@ompsychiatrist,2021-04-18T12:44:51.000Z,"#CoronaSecondWave 
Health care workers (HCWs) of India still need PM Garib Kalyan Yojana insurance scheme for HCWs for social security of their families after their demise in this war of Covid. Please extend this scheme till pandemic exists. Thanks in advance.","Quote Tweet
Dr Om Prakash MD (Psychiatry)
@ompsychiatrist
 · Apr 18
Let's governments revive/extend scheme of health insurance (Rs 50 Lacs) for HCWs working in government facilities in India for next one year. This insurance scheme will keep motivating HCWs for work in difficult times of Covid care.",,,1,5,"['https://pbs.twimg.com/profile_images/1165991001103720451/HH4y2IqG_mini.jpg', 'https://pbs.twimg.com/media/EzPkBujVIAM_5Kn?format=jpg&name=small']",https://twitter.com/ompsychiatrist/status/1383763454285148164,['CoronaSecondWave'],"['coronasecondwave', 'health', 'care', 'worker', 'hcws', 'india', 'still', 'need', 'pm', 'garib', 'kalyan', 'yojana', 'insurance', 'scheme', 'hcws', 'social', 'security', 'family', 'demise', 'war', 'covid', 'please', 'extend', 'scheme', 'till', 'pandemic', 'exists', 'thanks', 'advance']",corona second wave
1063,1063,Dinesh Sharma,@sdineshaa,2021-04-18T08:41:10.000Z,"Dear 
@ArvindKejriwal
 ji 
@drharshvardhan
 @msisodia
 a 43 year old COVID male patient in dire need of Remedisvir 

Name: Vipin 
In Yashoda Hospital, Delhi NCR
Contact person Kunal Mob: +91 90136 04380
Please Help 
@srinivasiyc
 @TajinderBagga
 #dileeppandey 
@JasMatta",,,5,14,18,['https://pbs.twimg.com/media/EzPlv6ZVEAAmdd1?format=jpg&name=small'],https://twitter.com/sdineshaa/status/1383702132000395267,['dileeppandey'],"['dear', 'arvindkejriwal', 'ji', 'drharshvardhan', 'msisodia', 'year', 'old', 'covid', 'male', 'patient', 'dire', 'need', 'remedisvir', 'name', 'vipin', 'yashoda', 'hospital', 'delhi', 'ncr', 'contact', 'person', 'kunal', 'mob', 'please', 'help', 'srinivasiyc', 'tajinderbagga', 'dileeppandey', 'jasmatta']",dileep pandey
1064,1064,R P Singh: ਆਰ ਪੀ: पवन गुरु पानी पिता माता धरत महत्,@rpsinghkhalsa,2021-04-18T17:41:19.000Z,"Govt bans oxygen supply for industrial purposes except in 9 industries in view of Covid spike https://theprint.in/india/govt-bans-oxygen-supply-for-industrial-purposes-except-in-9-industries-in-view-of-covid-spike/642064/… via 
@ThePrintIndia","Govt bans oxygen supply for industrial purposes except in 9 industries in view of Covid spike
Union Home Secretary Ajay Bhalla said the decision will come into effect from 22 April and will help in augmenting supply for medical oxygen and in saving precious lives.
theprint.in",,1,3,6,['https://pbs.twimg.com/card_img/1386365525828177920/zw3W7s_J?format=jpg&name=small'],https://twitter.com/rpsinghkhalsa/status/1383838062975672336,[],"['govt', 'ban', 'oxygen', 'supply', 'industrial', 'purpose', 'except', 'industry', 'view', 'covid', 'spike', 'httpstheprintinindiagovtbansoxygensupplyforindustrialpurposesexceptinindustriesinviewofcovidspike', 'via', 'theprintindia']",
